hr_uid,year,mortality,region,DGUID,VECTOR,COORDINATE,REF_DATE
4833,2020,3431.858695582572,"Central Zone, Alberta",2015A00074833,v106914193,114.1.1.1.1,2019/2021
4834,2001,5380.0,"Edmonton Zone, Alberta",2015A00074834,v106915075,115.1.1.1.1,2000/2002
4834,2006,5896.666666666667,"Edmonton Zone, Alberta",2015A00074834,v106915075,115.1.1.1.1,2005/2007
4834,2011,6586.666666666667,"Edmonton Zone, Alberta",2015A00074834,v106915075,115.1.1.1.1,2010/2012
4834,2020,7824.140920471016,"Edmonton Zone, Alberta",2015A00074834,v106915075,115.1.1.1.1,2019/2021
4835,2001,1936.6666666666667,"North Zone, Alberta",2015A00074835,v106915957,116.1.1.1.1,2000/2002
4835,2006,2116.6666666666665,"North Zone, Alberta",2015A00074835,v106915957,116.1.1.1.1,2005/2007
4835,2011,2275.0,"North Zone, Alberta",2015A00074835,v106915957,116.1.1.1.1,2010/2012
4835,2020,2564.5255599947363,"North Zone, Alberta",2015A00074835,v106915957,116.1.1.1.1,2019/2021
5900,2001,28176.666666666668,British Columbia,2016A000259,v106916839,117.1.1.1.1,2000/2002
5900,2006,30641.666666666668,British Columbia,2016A000259,v106916839,117.1.1.1.1,2005/2007
5900,2011,31931.666666666668,British Columbia,2016A000259,v106916839,117.1.1.1.1,2010/2012
5900,2020,34258.19105555714,British Columbia,2016A000259,v106916839,117.1.1.1.1,2019/2021
5911,2001,583.3333333333334,"East Kootenay Health Service Delivery Area, British Columbia",2015A00075911,v106917721,118.1.1.1.1,2000/2002
5911,2006,648.3333333333334,"East Kootenay Health Service Delivery Area, British Columbia",2015A00075911,v106917721,118.1.1.1.1,2005/2007
5911,2011,673.3333333333334,"East Kootenay Health Service Delivery Area, British Columbia",2015A00075911,v106917721,118.1.1.1.1,2010/2012
5911,2020,722.8589627516938,"East Kootenay Health Service Delivery Area, British Columbia",2015A00075911,v106917721,118.1.1.1.1,2019/2021
5912,2001,705.0,"Kootenay-Boundary Health Service Delivery Area, British Columbia",2015A00075912,v106918603,119.1.1.1.1,2000/2002
5912,2006,755.0,"Kootenay-Boundary Health Service Delivery Area, British Columbia",2015A00075912,v106918603,119.1.1.1.1,2005/2007
5912,2011,755.0,"Kootenay-Boundary Health Service Delivery Area, British Columbia",2015A00075912,v106918603,119.1.1.1.1,2010/2012
5912,2020,759.5255408499222,"Kootenay-Boundary Health Service Delivery Area, British Columbia",2015A00075912,v106918603,119.1.1.1.1,2019/2021
5913,2001,2845.0,"Okanagan Health Service Delivery Area, British Columbia",2015A00075913,v106919485,120.1.1.1.1,2000/2002
5913,2006,3256.6666666666665,"Okanagan Health Service Delivery Area, British Columbia",2015A00075913,v106919485,120.1.1.1.1,2005/2007
5913,2011,3450.0,"Okanagan Health Service Delivery Area, British Columbia",2015A00075913,v106919485,120.1.1.1.1,2010/2012
5913,2020,3802.5255932167665,"Okanagan Health Service Delivery Area, British Columbia",2015A00075913,v106919485,120.1.1.1.1,2019/2021
5914,2001,1563.3333333333333,"Thompson/Cariboo Health Service Delivery Area, British Columbia",2015A00075914,v106920367,121.1.1.1.1,2000/2002
5914,2006,1730.0,"Thompson/Cariboo Health Service Delivery Area, British Columbia",2015A00075914,v106920367,121.1.1.1.1,2005/2007
5914,2011,1881.6666666666667,"Thompson/Cariboo Health Service Delivery Area, British Columbia",2015A00075914,v106920367,121.1.1.1.1,2010/2012
5914,2020,2159.192112517332,"Thompson/Cariboo Health Service Delivery Area, British Columbia",2015A00075914,v106920367,121.1.1.1.1,2019/2021
5921,2001,1808.3333333333333,"Fraser East Health Service Delivery Area, British Columbia",2015A00075921,v106921249,122.1.1.1.1,2000/2002
5921,2006,2060.0,"Fraser East Health Service Delivery Area, British Columbia",2015A00075921,v106921249,122.1.1.1.1,2005/2007
5921,2011,2113.3333333333335,"Fraser East Health Service Delivery Area, British Columbia",2015A00075921,v106921249,122.1.1.1.1,2010/2012
5921,2020,2213.8587677860137,"Fraser East Health Service Delivery Area, British Columbia",2015A00075921,v106921249,122.1.1.1.1,2019/2021
5922,2001,3195.0,"Fraser North Health Service Delivery Area, British Columbia",2015A00075922,v106922131,123.1.1.1.1,2000/2002
5922,2006,3375.0,"Fraser North Health Service Delivery Area, British Columbia",2015A00075922,v106922131,123.1.1.1.1,2005/2007
5922,2011,3411.6666666666665,"Fraser North Health Service Delivery Area, British Columbia",2015A00075922,v106922131,123.1.1.1.1,2010/2012
5922,2020,3482.1922298547843,"Fraser North Health Service Delivery Area, British Columbia",2015A00075922,v106922131,123.1.1.1.1,2019/2021
5923,2001,3451.6666666666665,"Fraser South Health Service Delivery Area, British Columbia",2015A00075923,v106923013,124.1.1.1.1,2000/2002
5923,2006,4063.3333333333335,"Fraser South Health Service Delivery Area, British Columbia",2015A00075923,v106923013,124.1.1.1.1,2005/2007
5923,2011,4470.0,"Fraser South Health Service Delivery Area, British Columbia",2015A00075923,v106923013,124.1.1.1.1,2010/2012
5923,2020,5206.525479027617,"Fraser South Health Service Delivery Area, British Columbia",2015A00075923,v106923013,124.1.1.1.1,2019/2021
5931,2001,818.3333333333334,"Richmond Health Service Delivery Area, British Columbia",2015A00075931,v106923895,125.1.1.1.1,2000/2002
5931,2006,893.3333333333334,"Richmond Health Service Delivery Area, British Columbia",2015A00075931,v106923895,125.1.1.1.1,2005/2007
5931,2011,931.6666666666666,"Richmond Health Service Delivery Area, British Columbia",2015A00075931,v106923895,125.1.1.1.1,2010/2012
5931,2020,1005.1913217677848,"Richmond Health Service Delivery Area, British Columbia",2015A00075931,v106923895,125.1.1.1.1,2019/2021
5932,2001,3850.0,"Vancouver Health Service Delivery Area, British Columbia",2015A00075932,v106924777,126.1.1.1.1,2000/2002
5932,2006,3756.6666666666665,"Vancouver Health Service Delivery Area, British Columbia",2015A00075932,v106924777,126.1.1.1.1,2005/2007
5932,2011,3616.6666666666665,"Vancouver Health Service Delivery Area, British Columbia",2015A00075932,v106924777,126.1.1.1.1,2010/2012
5932,2020,3369.1914162392277,"Vancouver Health Service Delivery Area, British Columbia",2015A00075932,v106924777,126.1.1.1.1,2019/2021
5933,2001,1803.3333333333333,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",2015A00075933,v106925659,127.1.1.1.1,2000/2002
5933,2006,1936.6666666666667,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",2015A00075933,v106925659,127.1.1.1.1,2005/2007
5933,2011,1871.6666666666667,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",2015A00075933,v106925659,127.1.1.1.1,2010/2012
5933,2020,1759.192101119345,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",2015A00075933,v106925659,127.1.1.1.1,2019/2021
5941,2001,3218.3333333333335,"South Vancouver Island Health Service Delivery Area, British Columbia",2015A00075941,v106926541,128.1.1.1.1,2000/2002
5941,2006,3230.0,"South Vancouver Island Health Service Delivery Area, British Columbia",2015A00075941,v106926541,128.1.1.1.1,2005/2007
5941,2011,3288.3333333333335,"South Vancouver Island Health Service Delivery Area, British Columbia",2015A00075941,v106926541,128.1.1.1.1,2010/2012
5941,2020,3388.808583760773,"South Vancouver Island Health Service Delivery Area, British Columbia",2015A00075941,v106926541,128.1.1.1.1,2019/2021
5942,2001,2063.3333333333335,"Central Vancouver Island Health Service Delivery Area, British Columbia",2015A00075942,v106927423,129.1.1.1.1,2000/2002
5942,2006,2353.3333333333335,"Central Vancouver Island Health Service Delivery Area, British Columbia",2015A00075942,v106927423,129.1.1.1.1,2005/2007
5942,2011,2590.0,"Central Vancouver Island Health Service Delivery Area, British Columbia",2015A00075942,v106927423,129.1.1.1.1,2010/2012
5942,2020,3020.5275284380205,"Central Vancouver Island Health Service Delivery Area, British Columbia",2015A00075942,v106927423,129.1.1.1.1,2019/2021
5943,2001,758.3333333333334,"North Vancouver Island Health Service Delivery Area, British Columbia",2015A00075943,v106928305,130.1.1.1.1,2000/2002
5943,2006,905.0,"North Vancouver Island Health Service Delivery Area, British Columbia",2015A00075943,v106928305,130.1.1.1.1,2005/2007
5943,2011,1026.6666666666667,"North Vancouver Island Health Service Delivery Area, British Columbia",2015A00075943,v106928305,130.1.1.1.1,2010/2012
5943,2020,1250.1917668974825,"North Vancouver Island Health Service Delivery Area, British Columbia",2015A00075943,v106928305,130.1.1.1.1,2019/2021
5951,2001,418.3333333333333,"Northwest Health Service Delivery Area, British Columbia",2015A00075951,v106929187,131.1.1.1.1,2000/2002
5951,2006,445.0,"Northwest Health Service Delivery Area, British Columbia",2015A00075951,v106929187,131.1.1.1.1,2005/2007
5951,2011,505.0,"Northwest Health Service Delivery Area, British Columbia",2015A00075951,v106929187,131.1.1.1.1,2010/2012
5951,2020,608.4743672302667,"Northwest Health Service Delivery Area, British Columbia",2015A00075951,v106929187,131.1.1.1.1,2019/2021
5952,2001,781.6666666666666,"Northern Interior Health Service Delivery Area, British Columbia",2015A00075952,v106930069,132.1.1.1.1,2000/2002
5952,2006,880.0,"Northern Interior Health Service Delivery Area, British Columbia",2015A00075952,v106930069,132.1.1.1.1,2005/2007
5952,2011,955.0,"Northern Interior Health Service Delivery Area, British Columbia",2015A00075952,v106930069,132.1.1.1.1,2010/2012
5952,2020,1094.5254877429063,"Northern Interior Health Service Delivery Area, British Columbia",2015A00075952,v106930069,132.1.1.1.1,2019/2021
5953,2001,313.3333333333333,"Northeast Health Service Delivery Area, British Columbia",2015A00075953,v106930951,133.1.1.1.1,2000/2002
5953,2006,353.3333333333333,"Northeast Health Service Delivery Area, British Columbia",2015A00075953,v106930951,133.1.1.1.1,2005/2007
5953,2011,391.6666666666667,"Northeast Health Service Delivery Area, British Columbia",2015A00075953,v106930951,133.1.1.1.1,2010/2012
5953,2020,462.4444444444447,"Northeast Health Service Delivery Area, British Columbia",2015A00075953,v106930951,133.1.1.1.1,2019/2021
6000,2001,138.33333333333334,Yukon,2016A000260,v106931833,134.1.1.1.1,2000/2002
6000,2006,176.66666666666666,Yukon,2016A000260,v106931833,134.1.1.1.1,2005/2007
6000,2011,198.33333333333334,Yukon,2016A000260,v106931833,134.1.1.1.1,2010/2012
6000,2020,241.85879771037935,Yukon,2016A000260,v106931833,134.1.1.1.1,2019/2021
6001,2001,138.33333333333334,Yukon,2015A00076001,v106932715,135.1.1.1.1,2000/2002
6001,2006,176.66666666666666,Yukon,2015A00076001,v106932715,135.1.1.1.1,2005/2007
6001,2011,198.33333333333334,Yukon,2015A00076001,v106932715,135.1.1.1.1,2010/2012
6001,2020,241.85879771037935,Yukon,2015A00076001,v106932715,135.1.1.1.1,2019/2021
6100,2001,91.66666666666667,Nunavut,2016A000262,v106935361,138.1.1.1.1,2000/2002
6100,2006,121.66666666666667,Nunavut,2016A000262,v106935361,138.1.1.1.1,2005/2007
6100,2011,153.33333333333334,Nunavut,2016A000262,v106935361,138.1.1.1.1,2010/2012
6100,2020,208.5555555555556,Nunavut,2016A000262,v106935361,138.1.1.1.1,2019/2021
6101,2001,136.66666666666666,Northwest Territories,2015A00076101,v106934479,137.1.1.1.1,2000/2002
6101,2006,158.33333333333334,Northwest Territories,2015A00076101,v106934479,137.1.1.1.1,2005/2007
6101,2011,188.33333333333334,Northwest Territories,2015A00076101,v106934479,137.1.1.1.1,2010/2012
6101,2020,237.80730423637715,Northwest Territories,2015A00076101,v106934479,137.1.1.1.1,2019/2021
6200,2001,136.66666666666666,Northwest Territories,2016A000261,v106933597,136.1.1.1.1,2000/2002
6200,2006,158.33333333333334,Northwest Territories,2016A000261,v106933597,136.1.1.1.1,2005/2007
6200,2011,188.33333333333334,Northwest Territories,2016A000261,v106933597,136.1.1.1.1,2010/2012
6200,2020,237.80730423637715,Northwest Territories,2016A000261,v106933597,136.1.1.1.1,2019/2021
6201,2001,91.66666666666667,Nunavut,2015A00076201,v106936243,139.1.1.1.1,2000/2002
6201,2006,121.66666666666667,Nunavut,2015A00076201,v106936243,139.1.1.1.1,2005/2007
6201,2011,153.33333333333334,Nunavut,2015A00076201,v106936243,139.1.1.1.1,2010/2012
6201,2020,208.5555555555556,Nunavut,2015A00076201,v106936243,139.1.1.1.1,2019/2021
93539,2001,600.0,"Huron County Health Unit, Ontario",2015A00073539,v106872739,67.1.1.1.1,2000/2002
93539,2006,605.0,"Huron County Health Unit, Ontario",2015A00073539,v106872739,67.1.1.1.1,2005/2007
93539,2011,576.6666666666666,"Huron County Health Unit, Ontario",2015A00073539,v106872739,67.1.1.1.1,2010/2012
93539,2020,530.1922994364006,"Huron County Health Unit, Ontario",2015A00073539,v106872739,67.1.1.1.1,2019/2021
